Артикул,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1,Имя атрибута 2,Значение(-я) аттрибута(-ов) 2,Видимость атрибута 2,Глобальный атрибут 2,Имя атрибута 3,Значение(-я) аттрибута(-ов) 3,Видимость атрибута 3,Глобальный атрибут 3,Имя атрибута 4,Значение(-я) аттрибута(-ов) 4,Видимость атрибута 4,Глобальный атрибут 4,Имя атрибута 5,Значение(-я) аттрибута(-ов) 5,Видимость атрибута 5,Глобальный атрибут 5,Pillowcases,70*70,1,1
47514,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47491,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47507,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
50347,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47545,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47576,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47552,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47569,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
312487,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312494,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312517,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312524,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312531,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312548,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312562,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312579,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312593,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312609,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312623,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
312630,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
302228,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302549,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302525,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302846,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309494,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302440,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302761,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302488,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302808,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302495,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302815,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309517,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302464,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302785,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
313699,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302297,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302617,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309524,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302303,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302624,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309548,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302310,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302631,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302457,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302778,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
308985,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
306974,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302648,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302259,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302570,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302334,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302655,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
538215,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302518,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302839,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
308237,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
308954,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302396,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309098,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
308879,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302372,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302693,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302402,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302723,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302532,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302853,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302341,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302662,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
89993,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
309500,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
37596,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37572,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37602,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37589,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37633,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37619,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37640,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37626,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37671,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37657,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37688,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37664,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37473,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37480,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37497,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37466,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37459,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37503,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37534,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37541,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37558,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37527,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37510,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37565,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37725,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37695,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37718,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37701,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37763,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37732,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37756,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
37749,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,LightHouse,1,1,,,,,,,,
333760,Size,70*140 3 шт,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
333830,Size,70*140 3 шт,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33406,Size,70*140 3 шт,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
333070,Size,50*90 3 шт,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327680,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328740,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32980,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330930,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33208,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32713,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32829,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
329350,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33048,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33154,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32720,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32836,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32942,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330550,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33161,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327440,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328500,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32966,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330790,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33185,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327060,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328120,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
329280,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33031,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33147,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327990,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32904,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330170,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
331230,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33239,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327820,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328980,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330000,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
331160,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33222,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32690,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328050,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
329110,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33024,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33130,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327750,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328810,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
329970,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
331090,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33215,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32751,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328670,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32973,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
330860,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33192,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
327370,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
328430,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
32959,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33062,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
33178,Size,90*150,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39311,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39281,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39298,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39274,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39304,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39267,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39373,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39342,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39359,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39335,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39366,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
39328,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28501,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28518,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28525,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28549,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28563,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28587,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
28600,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,IzziHome,1,1,,,,,,,,
38918,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38925,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38871,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38888,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38895,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38901,Size,40*60 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
17716,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304130,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304147,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
85582,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304185,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304161,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304192,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304154,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304208,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
304215,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
38024,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
38017,Size,30*30,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302174,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302181,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302150,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
538208,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
85988,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302167,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302129,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302143,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302112,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
125988,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302075,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
302105,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
314597,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314610,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314634,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314573,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314665,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314580,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314658,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314603,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314641,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
314627,Size,50*70 2шт.в уп,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
26972,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26897,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26880,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26873,Size,S,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26903,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
35325,Size,М,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
31020,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26859,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26842,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26835,Size,S,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26866,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27887,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27870,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27863,Size,S,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27009,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26996,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26989,Size,S,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27016,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26934,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26927,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26910,Size,S,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
26941,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27030,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27047,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27054,Size,XXL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
31358,Size,L,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
31365,Size,M,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27061,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27924,Size,XXL,1,1,Country,Турция,1,1,,,,,Brand,JOKAMI,1,1,,,,,,,,
27313,Size,L,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
27290,Size,S,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
28969,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29096,Size,L,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31594,Size,L,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29089,Size,M,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31600,Size,M,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29072,Size,S,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31617,Size,S,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29102,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31624,Size,XL,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29119,Size,XXL,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31631,Size,XXL,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
29041,Size,L,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
31655,Size,L,1,1,Country,Турция,1,1,,,,,Brand,MISS FIRST,1,1,,,,,,,,
